title,region,region_name,region_parent_name,price,is_boost,property_size,bedrooms,bathrooms,furnishing
"Furnished 5bdrm Duplex in Crystal Court In, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,300000000.0,enterprise,600.0,5.0,6.0,Furnished
"Furnished 4bdrm Duplex in Wtc Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,220000000.0,enterprise,500.0,4.0,4.0,Furnished
"Furnished 4bdrm Duplex in Alulu, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,95000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 4bdrm Bungalow in Legacy Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,100000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in Brown And Brown, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,210000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 5bdrm Duplex in Centenary City, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,190000000.0,enterprise,500.0,5.0,6.0,Furnished
Furnished 4bdrm Duplex in Centenary City Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,120000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in Old Gra, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,550000000.0,enterprise,2600.0,4.0,5.0,Furnished
"Furnished 6bdrm Duplex in Lily Estate, , Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,350000000.0,enterprise,600.0,6.0,7.0,Furnished
"5bdrm Duplex in Freedom Way, Ikate for sale","Lekki, Ikate",Ikate,Lekki,1500000000.0,premium,120.0,5.0,5.0,Unfurnished
"Furnished 4bdrm Duplex in Premier Layout, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,250000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in Mini Estate In, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,300000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in Ogui Road, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,100000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 6bdrm Duplex in Chime Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,300000000.0,enterprise,800.0,6.0,7.0,Furnished
"3bdrm Duplex in Brick City Estate, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),90000000.0,diamond,250.0,3.0,3.0,Unfurnished
"Furnished 5bdrm Duplex in Crystal Court Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,300000000.0,enterprise,600.0,5.0,6.0,Furnished
"4bdrm Duplex in Godrey Okoye, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,150000000.0,enterprise,400.0,4.0,5.0,Unfurnished
7bdrm Bungalow in Ogba/Egbema/Ndoni for sale,"Rivers State, Ogba/Egbema/Ndoni",Ogba/Egbema/Ndoni,Rivers State,20500000.0,False,200.0,7.0,4.0,Unfurnished
"2bdrm Block of Flats in Ajah, Abraham Adesanya Estate for sale","Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,85000000.0,premium,1523.0,2.0,2.0,Unfurnished
"4bdrm Duplex in Premier Layout, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,50000000.0,enterprise,1000.0,4.0,5.0,Unfurnished
"Furnished 4bdrm Duplex in Valley Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,150000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in Upped North, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,200000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 5bdrm Duplex in Jedediah Garden, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,190000000.0,enterprise,500.0,5.0,6.0,Furnished
"Furnished 4bdrm Duplex in Helui, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,250000000.0,enterprise,500.0,4.0,5.0,Furnished
"5bdrm Duplex in Megamond, Ikota for sale","Lekki, Ikota",Ikota,Lekki,420000000.0,premium,328.0,5.0,6.0,Semi-Furnished
"Furnished 4bdrm Duplex in Transekulu, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,135000000.0,enterprise,600.0,4.0,5.0,Furnished
"Furnished 5bdrm Duplex in Wtc, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,300000000.0,enterprise,500.0,5.0,6.0,Furnished
"Furnished 5bdrm Duplex in Wtc Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,350000000.0,enterprise,500.0,5.0,6.0,Furnished
Furnished 4bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,550000000.0,enterprise,2400.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in Valley Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,250000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 2bdrm Block of Flats in Anamco Emene, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,250000000.0,enterprise,500.0,2.0,3.0,Furnished
"Furnished 4bdrm Duplex in Centenary City, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,220000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 4bdrm Bungalow in Camp Of Grace, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,130000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 5bdrm Duplex in Crystal Court, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,495000000.0,enterprise,600.0,5.0,6.0,Furnished
"Furnished 4bdrm Bungalow in Helui, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,85000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in City Ville, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,200000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in Valley Estate, Old for sale","Enugu State, Enugu",Enugu,Enugu State,198000000.0,enterprise,500.0,4.0,5.0,Furnished
"Furnished 5bdrm Duplex in Phase 6, Transekulu, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,175000000.0,enterprise,500.0,5.0,6.0,Furnished
"Furnished 4bdrm Duplex in Ugonabo, Estate,, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,145000000.0,enterprise,500.0,4.0,5.0,Furnished
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,280000000.0,diamond,3500.0,2.0,2.0,Semi-Furnished
3bdrm Bungalow in Lafia for sale,"Nasarawa State, Lafia",Lafia,Nasarawa State,40000000.0,False,1000.0,3.0,3.0,Unfurnished
"5bdrm Duplex in Ikate, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,750000000.0,diamond,5000.0,5.0,5.0,Semi-Furnished
"4bdrm Duplex in Eden Court, Lakowe for sale","Ibeju, Lakowe",Lakowe,Ibeju,80000000.0,False,250.0,4.0,4.0,Unfurnished
"4bdrm Block of Flats in Off Cmd Road, Ketu-Ikosi for sale","Kosofe, Ketu-Ikosi",Ketu-Ikosi,Kosofe,200000000.0,enterprise,600.0,4.0,4.0,Semi-Furnished
"2bdrm Room & Parlour in Off Cole, Lawanson for sale","Surulere, Lawanson",Lawanson,Surulere,200000000.0,enterprise,600.0,2.0,2.0,Unfurnished
"4bdrm Duplex in Lekki Ajah, Lagos Island / Lagos Island for sale","Lagos Island (Eko), Lagos Island / Lagos Island",Lagos Island / Lagos Island,Lagos Island (Eko),170000000.0,enterprise,400.0,4.0,5.0,Semi-Furnished
"3bdrm Block of Flats in Off Pedro Road, Shomolu / Shomolu for sale","Shomolu, Shomolu / Shomolu",Shomolu / Shomolu,Shomolu,480000000.0,enterprise,600.0,3.0,3.0,Semi-Furnished
"Furnished 4bdrm Duplex in Romax Homes Estate, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,150000000.0,enterprise,500.0,4.0,4.0,Furnished
"Furnished 3bdrm Duplex in Olowora,Magodo for sale","Ojodu, Magodo Isheri",Magodo Isheri,Ojodu,140000000.0,enterprise,500.0,3.0,3.0,Furnished
8bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,1200000000.0,diamond,840.0,8.0,8.0,Unfurnished
"3bdrm Bungalow in Omolayo, Akobo for sale","Ibadan, Akobo",Akobo,Ibadan,70000000.0,enterprise,545.0,3.0,3.0,Semi-Furnished
Furnished 4bdrm Block of Flats in Glover Road Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,Lagos State,900000000.0,enterprise,250.0,4.0,4.0,Furnished
"Furnished 10bdrm Chalet in Igbudu Estate, Oko Afo for sale","Badagry, Oko Afo",Oko Afo,Badagry,150000000.0,enterprise,1500.0,10.0,5.0,Furnished
"Furnished 5bdrm Duplex in Pinnock Beach Estate, Osapa london for sale","Lekki, Osapa london",Osapa london,Lekki,1500000000.0,enterprise,500.0,5.0,5.0,Furnished
3bdrm Block of Flats in Onike-Yaba for sale,"Yaba, Onike",Onike,Yaba,420000000.0,enterprise,670.0,3.0,3.0,Semi-Furnished
5bdrm Duplex in Magodo Fase One for Sale,"Ojodu, Magodo Isheri",Magodo Isheri,Ojodu,330000000.0,enterprise,680.0,5.0,5.0,Semi-Furnished
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,980000000.0,diamond,4000.0,5.0,5.0,Semi-Furnished
4bdrm Duplex in Idado for sale,"Lekki, Idado",Idado,Lekki,295000000.0,premium,306.0,4.0,4.0,Semi-Furnished
"2bdrm Block of Flats in Osapa, Lekki for sale","Lekki, Osapa london",Osapa london,Lekki,1350000000.0,premium,900.0,2.0,2.0,Unfurnished
20bdrm Block of Flats in Ogba Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,340000000.0,enterprise,654.0,20.0,20.0,Semi-Furnished
"4bdrm Bungalow in Ishefun, Ayobo for sale","Ipaja, Ayobo",Ayobo,Ipaja,85000000.0,enterprise,650.0,4.0,3.0,Semi-Furnished
"5bdrm Duplex in Ikare, Ilashe for sale","Lagos State, Ilashe",Ilashe,Lagos State,150000000.0,enterprise,900.0,5.0,5.0,Semi-Furnished
3bdrm Duplex in Kubwa for sale,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),150000000.0,enterprise,500.0,3.0,3.0,Unfurnished
6bdrm Duplex in Apo District for sale,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),650000000.0,enterprise,600.0,6.0,6.0,Unfurnished
Furnished 4bdrm Duplex in Ogba Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,280000000.0,enterprise,400.0,4.0,4.0,Furnished
"4bdrm Duplex in Ajah, Abraham Adesanya Estate for sale","Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,190000000.0,premium,287.0,4.0,4.0,Unfurnished
4bdrm Duplex in Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,250000000.0,premium,314.0,4.0,4.0,Semi-Furnished
14bdrm Block of Flats in Ekoro Able Egba for sale,"Lagos State, Abule Egba",Abule Egba,Lagos State,85000000.0,enterprise,700.0,14.0,19.0,Semi-Furnished
3bdrm Block of Flats in Zone 6 / Wuse for sale,"Wuse, Zone 6 / Wuse",Zone 6 / Wuse,Wuse,700000000.0,enterprise,1200.0,3.0,2.0,Unfurnished
"3bdrm Penthouse in River Park, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),220000000.0,enterprise,300.0,3.0,2.0,Unfurnished
3bdrm Duplex in Adelabu for sale,"Surulere, Adelabu",Adelabu,Surulere,400000000.0,enterprise,600.0,3.0,3.0,Semi-Furnished
Furnished 5bdrm Duplex in Harris Drive Vgc for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,350000000.0,enterprise,500.0,5.0,6.0,Furnished
4bdrm Penthouse in Lugbe District for sale,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),70000000.0,enterprise,500.0,4.0,4.0,Unfurnished
"3bdrm Bungalow in Temidire Estate, Osogbo for sale","Osun State, Osogbo",Osogbo,Osun State,30000000.0,False,900.0,3.0,3.0,Semi-Furnished
"Furnished 5bdrm Duplex in Lekki, Osapa london for sale","Lekki, Osapa london",Osapa london,Lekki,500000000.0,enterprise,400.0,5.0,5.0,Furnished
18bdrm Block of Flats in Ojodu Berger for sale,"Ojodu, Berger",Berger,Ojodu,250000000.0,enterprise,660.0,18.0,18.0,Semi-Furnished
4bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),350000000.0,enterprise,300.0,4.0,3.0,Unfurnished
"5bdrm Duplex in Tian Vine, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),180000000.0,enterprise,700.0,5.0,4.0,Unfurnished
"2bdrm Block of Flats in Census Close.., Bode Thomas for sale","Surulere, Bode Thomas",Bode Thomas,Surulere,350000000.0,enterprise,500.0,2.0,2.0,Semi-Furnished
"3bdrm Block of Flats in Alcove Estate, Alagomeji for sale","Yaba, Alagomeji",Alagomeji,Yaba,150000000.0,enterprise,800.0,3.0,3.0,Semi-Furnished
5bdrm Duplex in Thomas for sale,"Ajah, Thomas Estate",Thomas Estate,Ajah,150000000.0,enterprise,400.0,5.0,5.0,Semi-Furnished
16bdrm Block of Flats in Ikotun/Igondu for sale,"Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,140000000.0,enterprise,800.0,16.0,16.0,Semi-Furnished
"Furnished 5bdrm Duplex in Millennium Estate, Millenuim/UPS for sale","Gbagada, Millenuim/UPS",Millenuim/UPS,Gbagada,300000000.0,enterprise,600.0,5.0,5.0,Furnished
"12bdrm Block of Flats in Ogunrobi Estate, Alimosho for sale","Lagos State, Alimosho",Alimosho,Lagos State,140000000.0,enterprise,650.0,12.0,12.0,Semi-Furnished
6bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,1000000000.0,enterprise,700.0,6.0,5.0,Unfurnished
3bdrm Duplex in Omole Phase 2 for sale,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,136300000.0,enterprise,230.0,3.0,3.0,Semi-Furnished
"20bdrm Block of Flats in Jenson Supper Market, Ikotun/Igando for sale","Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,350000000.0,enterprise,700.0,20.0,20.0,Semi-Furnished
"Furnished 3bdrm Block of Flats in Off Ogunlana Drive, Surulere for sale","Lagos State, Surulere",Surulere,Lagos State,140000000.0,enterprise,400.0,3.0,3.0,Furnished
6bdrm Duplex in Magodo Phase 2 for sale,"Lagos State, Magodo",Magodo,Lagos State,700000000.0,enterprise,500.0,6.0,6.0,Semi-Furnished
"5bdrm Duplex in Chevron, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,380000000.0,enterprise,400.0,5.0,5.0,Semi-Furnished
"3bdrm Block of Flats in College Road Ogba, Ikeja for sale","Lagos State, Ikeja",Ikeja,Lagos State,130000000.0,enterprise,650.0,3.0,3.0,Semi-Furnished
8bdrm Apartment in Phase 4 Kubwa for sale,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),130000000.0,False,600.0,8.0,8.0,Unfurnished
"4bdrm House in Raudakeyi, Nasarawa-Kano for sale","Kano State, Nasarawa-Kano",Nasarawa-Kano,Kano State,5000000.0,False,4020.0,4.0,1.0,Unfurnished
Furnished 4bdrm Duplex in Opebi Ikeja for sale,"Ikeja, Opebi",Opebi,Ikeja,400000000.0,enterprise,500.0,4.0,4.0,Furnished
"4bdrm Bungalow in Iragon, Badagry / Badagry for sale","Badagry, Badagry / Badagry",Badagry / Badagry,Badagry,10000000.0,enterprise,350.0,4.0,5.0,Unfurnished
4bdrm Duplex in Off Masha/Kilo for sale,"Surulere, Masha",Masha,Surulere,280000000.0,enterprise,400.0,4.0,4.0,Semi-Furnished
"18bdrm Block of Flats in College Road Ogba, Ikeja for sale","Lagos State, Ikeja",Ikeja,Lagos State,530000000.0,enterprise,650.0,18.0,18.0,Semi-Furnished
"10bdrm Block of Flats in Bale Street, Badagry / Badagry for sale","Badagry, Badagry / Badagry",Badagry / Badagry,Badagry,22000000.0,enterprise,1300.0,10.0,5.0,Unfurnished
3bdrm Duplex in Lugbe District for sale,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),125000000.0,enterprise,600.0,3.0,4.0,Unfurnished
3bdrm Bungalow in Ibadan for sale,"Oyo State, Ibadan",Ibadan,Oyo State,45000000.0,diamond,800.0,3.0,4.0,Unfurnished
5bdrm Duplex in Magodo Phase One for sale,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,420000000.0,enterprise,500.0,5.0,5.0,Semi-Furnished
5bdrm Duplex in Ajah Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,190000000.0,enterprise,400.0,5.0,5.0,Semi-Furnished
3bdrm Block of Flats in Bank Anthony Way for sale,"Ikeja, Mobolaji Bank Anthony Way",Mobolaji Bank Anthony Way,Ikeja,400000000.0,enterprise,600.0,3.0,3.0,Semi-Furnished
"3bdrm Block of Flats in Isheri Opic, Kosofe for sale","Lagos State, Kosofe",Kosofe,Lagos State,100000000.0,diamond,500.0,3.0,3.0,Unfurnished
Furnished 5bdrm Duplex in Omole Phase 1 for sale,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,700000000.0,enterprise,700.0,5.0,4.0,Furnished
4bdrm Duplex in Apo District for sale,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),550000000.0,diamond,2000.0,4.0,4.0,Semi-Furnished
"Furnished 2bdrm Block of Flats in F01, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),80000000.0,premium,1500.0,2.0,3.0,Furnished
3bdrm Bungalow in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,180000000.0,enterprise,500.0,3.0,3.0,Unfurnished
3bdrm Penthouse in Sabon Lugbe for sale,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lugbe District,140000000.0,enterprise,450.0,3.0,3.0,Unfurnished
4bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,650000000.0,enterprise,300.0,4.0,4.0,Unfurnished
Furnished 4bdrm Duplex in Omole Phase1 for sale,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,400000000.0,enterprise,600.0,4.0,4.0,Furnished
3bdrm Block of Flats in Katampe for sale,"Katampe, Katampe (Main)",Katampe (Main),Katampe,130000000.0,diamond,1000.0,3.0,4.0,Unfurnished
Furnished 4bdrm Duplex in Maryland Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,350000000.0,enterprise,400.0,4.0,5.0,Furnished
"6bdrm Duplex in Iragon, Badagry / Badagry for sale","Badagry, Badagry / Badagry",Badagry / Badagry,Badagry,25000000.0,enterprise,350.0,6.0,6.0,Unfurnished
Furnished 4bdrm Duplex in Ajah Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,150000000.0,enterprise,3500.0,4.0,5.0,Furnished
Furnished 2bdrm Block of Flats in Ok Oba for sale,"Agege, Oko-Oba",Oko-Oba,Agege,55000000.0,enterprise,500.0,2.0,2.0,Furnished
"18bdrm Block of Flats in Fagbile Estate, Ojo for sale","Lagos State, Ojo",Ojo,Lagos State,160000000.0,enterprise,650.0,18.0,20.0,Semi-Furnished
"12bdrm Block of Flats in Ilekpo By The Bustop, Badagry for sale","Lagos State, Badagry",Badagry,Lagos State,10000000.0,enterprise,650.0,12.0,16.0,Unfurnished
7bdrm Duplex in Omole Phase 2 for sale,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,300000000.0,enterprise,450.0,7.0,7.0,Semi-Furnished
"5bdrm Duplex in Basic Estate, Lokogoma for sale","Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),280000000.0,enterprise,2000.0,5.0,5.0,Unfurnished
"11bdrm Block of Flats in Iragon, Badagry for sale","Lagos State, Badagry",Badagry,Lagos State,18000000.0,enterprise,900.0,11.0,11.0,Unfurnished
5bdrm Duplex in Magodo Fase One for sale,"Ojodu, Magodo Isheri",Magodo Isheri,Ojodu,250000000.0,enterprise,680.0,5.0,5.0,Semi-Furnished
Furnished 3bdrm Bungalow in Iragon Ikoga Mowo for sale,"Lagos State, Badagry",Badagry,Lagos State,35000000.0,enterprise,700.0,3.0,3.0,Furnished
5bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,500000000.0,enterprise,500.0,5.0,5.0,Unfurnished
4bdrm Townhouse/Terrace in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,230000000.0,premium,200.0,4.0,4.0,Unfurnished
4bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,750000000.0,enterprise,300.0,4.0,4.0,Unfurnished
2bdrm Block of Flats in Lugbe District for sale,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),90000000.0,enterprise,150.0,2.0,2.0,Unfurnished
4bdrm House in Gwarinpa for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),280000000.0,enterprise,500.0,4.0,4.0,Unfurnished
"4bdrm Duplex in Prestigious Alamutu, Ifako-Ijaiye for sale","Lagos State, Ifako-Ijaiye",Ifako-Ijaiye,Lagos State,220000000.0,enterprise,300.0,4.0,4.0,Semi-Furnished
Furnished 4bdrm Duplex in Gbagada for sale,"Lagos State, Gbagada",Gbagada,Lagos State,220000000.0,enterprise,300.0,4.0,4.0,Furnished
4bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),260000000.0,enterprise,250.0,4.0,4.0,Unfurnished
"Furnished 2bdrm Block of Flats in Off Chief Natufe, Bode Thomas","Surulere, Bode Thomas",Bode Thomas,Surulere,110000000.0,enterprise,500.0,2.0,2.0,Furnished
2bdrm Apartment in Katampe Main for sale,"Katampe, Katampe (Main)",Katampe (Main),Katampe,80000000.0,premium,250.0,2.0,2.0,Unfurnished
"4bdrm Duplex in Off Arubiewe - Olodo, Iwo Road for sale","Ibadan, Iwo Road",Iwo Road,Ibadan,45000000.0,enterprise,500.0,4.0,5.0,Unfurnished
5bdrm Duplex in Vgc for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,250000000.0,enterprise,600.0,5.0,6.0,Semi-Furnished
5bdrm Duplex in Durumi for sale,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),350000000.0,enterprise,700.0,5.0,4.0,Unfurnished
3bdrm Block of Flats in Ifako- Gbagada for sale,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Gbagada,320000000.0,enterprise,600.0,3.0,3.0,Semi-Furnished
"13bdrm Block of Flats in Ajara, Badagry for sale","Lagos State, Badagry",Badagry,Lagos State,75000000.0,enterprise,500.0,13.0,17.0,Semi-Furnished
"12bdrm Block of Flats in Off Freedom Way, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,900000000.0,enterprise,800.0,12.0,12.0,Semi-Furnished
3bdrm Block of Flats in Ketu for sale,"Kosofe, Ketu-Alapere",Ketu-Alapere,Kosofe,150000000.0,enterprise,600.0,3.0,3.0,Semi-Furnished
"12bdrm Block of Flats in Tired Street Igondu, Ikotun/Igando for sale","Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,135000000.0,enterprise,700.0,12.0,14.0,Semi-Furnished
2bdrm Bungalow in Lugbe District for sale,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),90000000.0,enterprise,300.0,2.0,2.0,Unfurnished
2bdrm Block of Flats in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),860000000.0,diamond,700.0,2.0,2.0,Unfurnished
"12bdrm Block of Flats in Ajara, Badagry / Badagry for sale","Badagry, Badagry / Badagry",Badagry / Badagry,Badagry,150000000.0,enterprise,680.0,12.0,16.0,Semi-Furnished
Furnished 4bdrm Bungalow in Egan for sale,"Ikotun/Igando, Egan",Egan,Ikotun/Igando,75000000.0,enterprise,400.0,4.0,4.0,Furnished
"Furnished 3bdrm Duplex in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),350000000.0,enterprise,650.0,3.0,3.0,Furnished
3bdrm Apartment in Wuye for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),200000000.0,enterprise,500.0,3.0,3.0,Unfurnished
